Restaurant_ID,Restaurant_Name,Cuisine,City,Food_Item,Holiday,Weather,Weekend,Year,Quarter,Month,Day,Sum of Customers,Unsold_Quantity,Waste_Per_Customer,Waste_Percentage,Sales_Percentage,Sum of Remaining_Quantity,Sum of Prepared_Quantity,Sum of Discount_Percent,Sum of Sold_Quantity,Sum of Temperature_C,Sum of Waste_Amount_kg
R001,Spice Garden,South Indian,Chennai,Dosa,No,Rainy,Yes,2025,Qtr 1,January,19,52,36,0.210384615,11.16326531,63.26530612,36,98,20,62,28,10.94
R001,Spice Garden,South Indian,Chennai,Dosa,No,Sunny,No,2025,Qtr 1,January,9,224,61,0.074508929,6.003597122,78.05755396,61,278,25,217,30,16.69
R001,Spice Garden,South Indian,Chennai,Dosa,No,Sunny,No,2025,Qtr 1,January,24,52,74,0.357692308,10.94117647,56.47058824,74,170,0,96,26,18.6
R001,Spice Garden,South Indian,Chennai,Dosa,No,Sunny,No,2025,Qtr 1,March,20,129,29,0.048139535,2.59832636,87.86610879,29,239,15,210,37,6.21
R001,Spice Garden,South Indian,Chennai,Dosa,No,Sunny,No,2025,Qtr 2,May,22,43,12,0.08,4.41025641,84.61538462,12,78,5,66,37,3.44
R001,Spice Garden,South Indian,Chennai,Dosa,No,Sunny,No,2025,Qtr 3,July,7,64,33,0.14890625,7.165413534,75.18796992,33,133,15,100,25,9.53
R001,Spice Garden,South Indian,Chennai,Dosa,No,Sunny,No,2025,Qtr 3,September,22,31,33,0.219677419,7.918604651,61.62790698,33,86,25,53,37,6.81
R001,Spice Garden,South Indian,Chennai,Dosa,No,Sunny,Yes,2025,Qtr 3,July,12,77,31,0.132987013,6.522292994,80.25477707,31,157,25,126,27,10.24
R001,Spice Garden,South Indian,Chennai,Dosa,No,Sunny,Yes,2025,Qtr 3,August,3,111,30,0.049369369,2.572769953,85.91549296,30,213,15,183,36,5.48
R001,Spice Garden,South Indian,Chennai,Dosa,No,Sunny,Yes,2025,Qtr 4,October,5,127,6,0.011023622,1.007194245,95.68345324,6,139,25,133,30,1.4
R001,Spice Garden,South Indian,Chennai,Dosa,Yes,Sunny,No,2025,Qtr 3,September,8,191,29,0.031780105,2.797235023,86.6359447,29,217,25,188,23,6.07
R001,Spice Garden,South Indian,Chennai,Idli,No,Cloudy,No,2025,Qtr 3,July,1,135,26,0.044148148,2.034129693,91.12627986,26,293,25,267,35,5.96
R001,Spice Garden,South Indian,Chennai,Idli,No,Cloudy,No,2025,Qtr 4,November,12,172,43,0.069709302,4.163194444,85.06944444,43,288,20,245,37,11.99
R001,Spice Garden,South Indian,Chennai,Idli,No,Cloudy,No,2025,Qtr 4,December,23,122,35,0.075327869,5.891025641,77.56410256,35,156,5,121,31,9.19
R001,Spice Garden,South Indian,Chennai,Idli,No,Rainy,No,2025,Qtr 1,March,6,67,30,0.143731343,10.82022472,66.29213483,30,89,5,59,22,9.63
R001,Spice Garden,South Indian,Chennai,Idli,No,Rainy,Yes,2025,Qtr 2,May,17,194,60,0.08314433,6.665289256,75.20661157,60,242,0,182,40,16.13
R001,Spice Garden,South Indian,Chennai,Idli,No,Rainy,Yes,2025,Qtr 3,August,10,83,0,0,0,100,0,74,20,74,33,0
R001,Spice Garden,South Indian,Chennai,Idli,No,Sunny,No,2025,Qtr 1,March,6,105,34,0.091619048,5.938271605,79.01234568,34,162,20,128,23,9.62
R001,Spice Garden,South Indian,Chennai,Idli,No,Sunny,No,2025,Qtr 2,June,23,50,36,0.2104,8.092307692,72.30769231,36,130,15,94,27,10.52
R001,Spice Garden,South Indian,Chennai,Idli,No,Sunny,No,2025,Qtr 3,July,31,61,4,0.018688525,1.341176471,95.29411765,4,85,5,81,29,1.14
R001,Spice Garden,South Indian,Chennai,Idli,No,Sunny,No,2025,Qtr 3,August,12,15,24,0.538666667,15.53846154,53.84615385,24,52,20,28,40,8.08
R001,Spice Garden,South Indian,Chennai,Idli,No,Sunny,No,2025,Qtr 3,September,2,250,59,0.07584,7.181818182,77.65151515,59,264,10,205,27,18.96
R001,Spice Garden,South Indian,Chennai,Idli,No,Sunny,No,2025,Qtr 3,September,12,125,39,0.10552,7.368715084,78.2122905,39,179,10,140,33,13.19
R001,Spice Garden,South Indian,Chennai,Idli,No,Sunny,No,2025,Qtr 3,September,17,55,9,0.043818182,1.912698413,92.85714286,9,126,25,117,39,2.41
R001,Spice Garden,South Indian,Chennai,Idli,Yes,Rainy,No,2025,Qtr 2,May,15,43,39,0.260232558,10.65714286,62.85714286,39,105,15,66,23,11.19
R001,Spice Garden,South Indian,Chennai,Meals,No,Cloudy,No,2025,Qtr 3,July,14,91,17,0.058571429,3.650684932,88.35616438,17,146,25,129,23,5.33
R001,Spice Garden,South Indian,Chennai,Meals,No,Cloudy,No,2025,Qtr 3,July,25,186,43,0.072043011,6.473429952,79.22705314,43,207,20,164,31,13.4
R001,Spice Garden,South Indian,Chennai,Meals,No,Cloudy,No,2025,Qtr 4,November,24,147,49,0.111836735,5.788732394,82.74647887,49,284,25,235,27,16.44
R001,Spice Garden,South Indian,Chennai,Meals,No,Rainy,No,2025,Qtr 2,April,2,65,6,0.017230769,1.230769231,93.40659341,6,91,5,85,40,1.12
R001,Spice Garden,South Indian,Chennai,Meals,No,Rainy,No,2025,Qtr 4,December,11,21,52,0.799047619,20.71604938,35.80246914,52,81,10,29,34,16.78
R001,Spice Garden,South Indian,Chennai,Meals,No,Rainy,Yes,2025,Qtr 3,July,6,104,33,0.063942308,3.674033149,81.7679558,33,181,5,148,27,6.65
R001,Spice Garden,South Indian,Chennai,Meals,No,Sunny,No,2025,Qtr 1,March,27,119,82,0.167983193,8.806167401,63.87665198,82,227,0,145,22,19.99
R001,Spice Garden,South Indian,Chennai,Meals,No,Sunny,No,2025,Qtr 2,June,23,156,31,0.05,3.070866142,87.79527559,31,254,20,223,29,7.8
R001,Spice Garden,South Indian,Chennai,Meals,No,Sunny,No,2025,Qtr 3,July,9,121,72,0.126446281,5.294117647,75.08650519,72,289,0,217,22,15.3
R001,Spice Garden,South Indian,Chennai,Meals,No,Sunny,No,2025,Qtr 4,November,11,210,48,0.042428571,3.62195122,80.48780488,48,246,0,198,22,8.91
R001,Spice Garden,South Indian,Chennai,Meals,No,Sunny,Yes,2025,Qtr 4,December,13,156,26,0.047115385,3.325791855,88.23529412,26,221,15,195,38,7.35
R001,Spice Garden,South Indian,Chennai,Pongal,No,Cloudy,No,2025,Qtr 1,February,28,118,45,0.084322034,4.307359307,80.51948052,45,231,15,186,32,9.95
R001,Spice Garden,South Indian,Chennai,Pongal,No,Cloudy,No,2025,Qtr 2,May,6,121,5,0.009008264,1.018691589,95.3271028,5,107,20,102,25,1.09
R001,Spice Garden,South Indian,Chennai,Pongal,No,Cloudy,No,2025,Qtr 2,May,26,56,54,0.295,16.03883495,47.57281553,54,103,15,49,32,16.52
R001,Spice Garden,South Indian,Chennai,Pongal,No,Cloudy,No,2025,Qtr 3,August,8,56,33,0.111607143,5.25210084,72.26890756,33,119,20,86,30,6.25
R001,Spice Garden,South Indian,Chennai,Pongal,No,Cloudy,No,2025,Qtr 3,August,26,139,56,0.136690647,8.558558559,74.77477477,56,222,5,166,35,19
R001,Spice Garden,South Indian,Chennai,Pongal,No,Cloudy,Yes,2025,Qtr 1,March,15,38,34,0.285263158,9.186440678,71.18644068,34,118,0,84,34,10.84
R001,Spice Garden,South Indian,Chennai,Pongal,No,Rainy,No,2025,Qtr 2,May,14,79,30,0.108227848,6.063829787,78.72340426,30,141,20,111,27,8.55
R001,Spice Garden,South Indian,Chennai,Pongal,No,Sunny,No,2025,Qtr 2,June,12,27,25,0.287777778,9.361445783,69.87951807,25,83,20,58,40,7.77
R001,Spice Garden,South Indian,Chennai,Pongal,No,Sunny,No,2025,Qtr 4,November,13,66,24,0.098030303,7.269662921,73.03370787,24,89,5,65,34,6.47
R001,Spice Garden,South Indian,Chennai,Pongal,No,Sunny,Yes,2025,Qtr 1,February,22,163,15,0.026809816,2.427777778,91.66666667,15,180,5,165,35,4.37
R001,Spice Garden,South Indian,Chennai,Pongal,No,Sunny,Yes,2025,Qtr 4,October,5,78,0,0,0,100,0,155,0,155,40,0
R001,Spice Garden,South Indian,Chennai,Pongal,No,Sunny,Yes,2025,Qtr 4,November,1,200,3,0.00295,0.285024155,98.55072464,3,207,25,204,22,0.59
R001,Spice Garden,South Indian,Chennai,Pongal,No,Sunny,Yes,2025,Qtr 4,November,9,109,26,0.058348624,4.297297297,82.43243243,26,148,0,122,34,6.36
R001,Spice Garden,South Indian,Chennai,Pongal,Yes,Sunny,No,2025,Qtr 1,January,23,44,0,0,0,100,0,78,10,78,31,0
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Cloudy,No,2025,Qtr 1,February,6,44,0,0,0,100,0,65,20,65,31,0
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Cloudy,No,2025,Qtr 4,October,24,29,29,0.297241379,15.39285714,48.21428571,29,56,15,27,40,8.62
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Cloudy,No,2025,Qtr 4,December,24,117,30,0.065213675,4.624242424,81.81818182,30,165,5,135,40,7.63
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Cloudy,Yes,2025,Qtr 2,May,3,77,24,0.087662338,5.2734375,81.25,24,128,20,104,33,6.75
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Cloudy,Yes,2025,Qtr 3,July,5,56,6,0.035357143,1.816513761,94.49541284,6,109,15,103,25,1.98
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Rainy,No,2025,Qtr 1,February,13,86,7,0.024302326,2.679487179,91.02564103,7,78,5,71,29,2.09
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Rainy,No,2025,Qtr 1,March,10,61,45,0.251803279,10.17218543,70.1986755,45,151,5,106,32,15.36
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Rainy,No,2025,Qtr 1,March,24,103,75,0.233009709,8.450704225,73.5915493,75,284,25,209,32,24
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Rainy,No,2025,Qtr 2,June,3,37,52,0.255945946,7.762295082,57.37704918,52,122,20,70,34,9.47
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Rainy,No,2025,Qtr 4,December,26,48,15,0.099791667,6.220779221,80.51948052,15,77,5,62,23,4.79
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Sunny,No,2025,Qtr 1,January,17,142,21,0.030915493,1.933920705,90.74889868,21,227,15,206,30,4.39
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Sunny,No,2025,Qtr 1,January,28,35,65,0.576285714,16.94957983,45.37815126,65,119,10,54,33,20.17
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Sunny,No,2025,Qtr 1,February,26,88,75,0.155681818,6.255707763,65.75342466,75,219,5,144,26,13.7
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Sunny,No,2025,Qtr 1,March,12,115,32,0.058434783,2.742857143,86.93877551,32,245,15,213,32,6.72
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Sunny,No,2025,Qtr 3,August,13,82,51,0.132926829,5,76.60550459,51,218,25,167,27,10.9
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Sunny,No,2025,Qtr 4,October,2,101,74,0.197227723,6.798634812,74.7440273,74,293,25,219,27,19.92
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Sunny,No,2025,Qtr 4,October,27,60,49,0.152666667,6.189189189,66.89189189,49,148,25,99,25,9.16
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Sunny,No,2025,Qtr 4,December,18,99,29,0.095555556,6.905109489,78.83211679,29,137,15,108,40,9.46
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Sunny,Yes,2025,Qtr 1,March,30,85,44,0.132705882,5.529411765,78.43137255,44,204,25,160,24,11.28
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,No,Sunny,Yes,2025,Qtr 2,June,14,108,50,0.110462963,4.909465021,79.42386831,50,243,0,193,28,11.93
R002,Urban Bites,Chinese,Bengaluru,Fried Rice,Yes,Rainy,Yes,2025,Qtr 2,April,13,79,2,0.008734177,0.945205479,97.26027397,2,73,10,71,22,0.69
R002,Urban Bites,Chinese,Bengaluru,Manchurian,No,Cloudy,No,2025,Qtr 4,November,28,137,8,0.010948905,1.034482759,94.48275862,8,145,20,137,22,1.5
R002,Urban Bites,Chinese,Bengaluru,Manchurian,No,Cloudy,Yes,2025,Qtr 1,March,1,105,28,0.072190476,3.106557377,88.52459016,28,244,25,216,37,7.58
R002,Urban Bites,Chinese,Bengaluru,Manchurian,No,Rainy,No,2025,Qtr 4,December,24,54,18,0.065185185,3.320754717,83.01886792,18,106,20,88,34,3.52
R002,Urban Bites,Chinese,Bengaluru,Manchurian,No,Rainy,Yes,2025,Qtr 3,September,21,256,35,0.024765625,2.429118774,86.59003831,35,261,15,226,36,6.34
R002,Urban Bites,Chinese,Bengaluru,Manchurian,No,Sunny,No,2025,Qtr 2,April,25,88,7,0.021818182,2.37037037,91.35802469,7,81,15,74,26,1.92
R002,Urban Bites,Chinese,Bengaluru,Manchurian,No,Sunny,No,2025,Qtr 2,June,5,155,30,0.040774194,2.20979021,89.51048951,30,286,15,256,37,6.32
R002,Urban Bites,Chinese,Bengaluru,Manchurian,No,Sunny,No,2025,Qtr 3,July,29,53,31,0.153018868,6.488,75.2,31,125,5,94,39,8.11
R002,Urban Bites,Chinese,Bengaluru,Manchurian,No,Sunny,Yes,2025,Qtr 3,July,19,287,35,0.022473868,2.311827957,87.45519713,35,279,25,244,33,6.45
R002,Urban Bites,Chinese,Bengaluru,Manchurian,Yes,Sunny,No,2025,Qtr 3,July,29,173,40,0.051560694,4.928176796,77.90055249,40,181,5,141,22,8.92
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Cloudy,No,2025,Qtr 1,February,4,24,52,0.647916667,21.59722222,27.77777778,52,72,10,20,34,15.55
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Cloudy,No,2025,Qtr 1,February,5,209,36,0.040047847,2.866438356,87.67123288,36,292,25,256,32,8.37
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Cloudy,No,2025,Qtr 2,May,13,194,53,0.079587629,5.676470588,80.51470588,53,272,5,219,29,15.44
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Cloudy,No,2025,Qtr 2,May,26,173,56,0.086705202,6.818181818,74.54545455,56,220,25,164,40,15
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Cloudy,No,2025,Qtr 3,July,16,152,92,0.187434211,9.72354949,68.60068259,92,293,10,201,26,28.49
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Cloudy,No,2025,Qtr 3,August,19,72,18,0.060555556,3.253731343,86.56716418,18,134,5,116,31,4.36
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Cloudy,No,2025,Qtr 3,September,3,57,0,0,0,100,0,89,25,89,39,0
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Cloudy,No,2025,Qtr 4,November,24,143,65,0.11986014,6.517110266,75.2851711,65,263,10,198,25,17.14
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Cloudy,Yes,2025,Qtr 1,March,22,95,15,0.046315789,2.716049383,90.74074074,15,162,25,147,31,4.4
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Sunny,No,2025,Qtr 1,February,20,58,5,0.017413793,1.16091954,94.25287356,5,87,0,82,35,1.01
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Sunny,No,2025,Qtr 2,June,25,148,27,0.055202703,4.921686747,83.73493976,27,166,15,139,38,8.17
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Sunny,No,2025,Qtr 3,July,14,11,38,1.023636364,20.10714286,32.14285714,38,56,0,18,29,11.26
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Sunny,No,2025,Qtr 3,July,18,75,37,0.140666667,6.393939394,77.57575758,37,165,15,128,35,10.55
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Sunny,No,2025,Qtr 3,July,30,260,17,0.014,1.323636364,93.81818182,17,275,15,258,23,3.64
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Sunny,No,2025,Qtr 3,September,15,151,59,0.099271523,5.832684825,77.04280156,59,257,10,198,32,14.99
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Sunny,No,2025,Qtr 4,October,28,103,24,0.075436893,3.66509434,88.67924528,24,212,15,188,24,7.77
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Sunny,No,2025,Qtr 4,December,15,157,26,0.047643312,4.479041916,84.43113772,26,167,10,141,22,7.48
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Sunny,Yes,2025,Qtr 1,January,26,136,55,0.103308824,7.849162011,69.27374302,55,179,5,124,34,14.05
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Sunny,Yes,2025,Qtr 1,February,9,163,14,0.017668712,1.24137931,93.96551724,14,232,20,218,30,2.88
R002,Urban Bites,Chinese,Bengaluru,Noodles,No,Sunny,Yes,2025,Qtr 1,February,22,88,18,0.051590909,2.281407035,90.95477387,18,199,5,181,40,4.54
R002,Urban Bites,Chinese,Bengaluru,Noodles,Yes,Rainy,No,2025,Qtr 3,August,29,78,36,0.129871795,5.446236559,80.64516129,36,186,15,150,37,10.13
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Cloudy,No,2025,Qtr 1,January,22,33,0,0,0,100,0,50,5,50,31,0
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Cloudy,No,2025,Qtr 1,January,23,100,45,0.0934,3.796747967,81.70731707,45,246,25,201,32,9.34
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Cloudy,No,2025,Qtr 1,March,10,125,40,0.07392,3.323741007,85.61151079,40,278,10,238,38,9.24
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Cloudy,No,2025,Qtr 2,April,16,79,78,0.29164557,9.6,67.5,78,240,10,162,34,23.04
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Cloudy,No,2025,Qtr 3,July,7,188,71,0.090212766,6.81124498,71.48594378,71,249,10,178,29,16.96
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Cloudy,Yes,2025,Qtr 1,February,1,90,36,0.103222222,4.039130435,84.34782609,36,230,25,194,28,9.29
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Cloudy,Yes,2025,Qtr 3,August,17,50,0,0,0,100,0,60,15,60,33,0
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Cloudy,Yes,2025,Qtr 3,September,21,246,23,0.019837398,2.168888889,89.77777778,23,225,15,202,39,4.88
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Cloudy,Yes,2025,Qtr 4,October,19,28,12,0.118571429,5.35483871,80.64516129,12,62,20,50,23,3.32
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Cloudy,Yes,2025,Qtr 4,December,14,70,13,0.058428571,2.690789474,91.44736842,13,152,10,139,40,4.09
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Cloudy,Yes,2025,Qtr 4,December,21,176,6,0.010340909,0.928571429,96.93877551,6,196,20,190,22,1.82
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Rainy,No,2025,Qtr 1,January,22,51,79,0.283137255,7.560209424,58.63874346,79,191,10,112,23,14.44
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Rainy,No,2025,Qtr 1,March,10,57,29,0.148596491,6.565891473,77.51937984,29,129,20,100,37,8.47
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Rainy,No,2025,Qtr 1,March,21,12,25,0.718333333,16.90196078,50.98039216,25,51,10,26,39,8.62
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Rainy,No,2025,Qtr 2,June,11,78,47,0.170769231,7.010526316,75.26315789,47,190,15,143,32,13.32
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Rainy,No,2025,Qtr 3,August,13,44,17,0.125681818,5.073394495,84.40366972,17,109,10,92,40,5.53
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Rainy,No,2025,Qtr 4,October,9,23,37,0.354782609,9.6,56.47058824,37,85,10,48,25,8.16
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Rainy,Yes,2025,Qtr 1,March,30,56,22,0.110178571,6.494736842,76.84210526,22,95,25,73,32,6.17
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Sunny,No,2025,Qtr 1,January,6,44,22,0.142272727,6.198019802,78.21782178,22,101,0,79,38,6.26
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Sunny,No,2025,Qtr 1,January,17,173,73,0.11699422,8.398340249,69.70954357,73,241,0,168,39,20.24
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Sunny,No,2025,Qtr 1,January,24,57,34,0.133157895,5.622222222,74.81481481,34,135,5,101,28,7.59
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Sunny,No,2025,Qtr 1,February,27,125,57,0.1416,6.389891697,79.42238267,57,277,25,220,23,17.7
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Sunny,No,2025,Qtr 1,March,3,52,38,0.188461538,8.990825688,65.13761468,38,109,0,71,33,9.8
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Sunny,No,2025,Qtr 1,March,14,136,70,0.137794118,9.51269036,64.46700508,70,197,0,127,35,18.74
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Sunny,No,2025,Qtr 2,May,23,54,0,0,0,100,0,89,15,89,32,0
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Sunny,No,2025,Qtr 2,May,23,23,15,0.216086957,9.377358491,71.69811321,15,53,15,38,29,4.97
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Sunny,No,2025,Qtr 2,May,27,146,67,0.084794521,5.758139535,68.8372093,67,215,0,148,29,12.38
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Sunny,No,2025,Qtr 3,August,26,82,16,0.058536585,4.102564103,86.32478632,16,117,25,101,24,4.8
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Sunny,No,2025,Qtr 4,October,10,100,60,0.1321,5.1003861,76.83397683,60,259,15,199,33,13.21
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Sunny,No,2025,Qtr 4,October,22,70,30,0.077714286,4.352,76,30,125,25,95,31,5.44
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Sunny,No,2025,Qtr 4,December,8,113,36,0.078761062,5.426829268,78.04878049,36,164,20,128,32,8.9
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Sunny,Yes,2025,Qtr 1,February,2,39,0,0,0,100,0,65,25,65,25,0
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Sunny,Yes,2025,Qtr 3,August,23,146,61,0.079657534,3.889632107,79.59866221,61,299,5,238,40,11.63
R002,Urban Bites,Italian,Bengaluru,Pasta,No,Sunny,Yes,2025,Qtr 4,December,27,73,2,0.006438356,0.382113821,98.37398374,2,123,15,121,23,0.47
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Cloudy,No,2025,Qtr 1,March,5,74,24,0.077567568,6.106382979,74.46808511,24,94,15,70,31,5.74
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Cloudy,No,2025,Qtr 2,May,28,113,51,0.130176991,5.12543554,82.22996516,51,287,20,236,34,14.71
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Cloudy,No,2025,Qtr 3,July,9,117,25,0.074700855,3.919282511,88.78923767,25,223,15,198,40,8.74
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Rainy,No,2025,Qtr 1,March,6,194,18,0.018969072,2.06741573,89.88764045,18,178,15,160,32,3.68
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Rainy,No,2025,Qtr 1,March,12,231,60,0.053160173,4.815686275,76.47058824,60,255,20,195,35,12.28
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Rainy,No,2025,Qtr 3,July,9,90,89,0.294111111,12.6047619,57.61904762,89,210,0,121,22,26.47
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Rainy,No,2025,Qtr 3,July,30,70,42,0.162428571,7.951048951,70.62937063,42,143,20,101,29,11.37
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Rainy,No,2025,Qtr 3,August,7,54,14,0.079814815,3.780701754,87.71929825,14,114,25,100,38,4.31
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Rainy,No,2025,Qtr 4,November,27,86,31,0.071395349,3.508571429,82.28571429,31,175,5,144,39,6.14
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Sunny,No,2025,Qtr 1,March,5,102,26,0.058235294,3.263736264,85.71428571,26,182,25,156,27,5.94
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Sunny,No,2025,Qtr 1,March,13,48,49,0.256875,10.44915254,58.47457627,49,118,5,69,37,12.33
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Sunny,No,2025,Qtr 2,June,16,64,35,0.1325,5.971830986,75.35211268,35,142,10,107,30,8.48
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Sunny,No,2025,Qtr 3,September,9,55,21,0.108727273,6.430107527,77.41935484,21,93,10,72,29,5.98
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Sunny,No,2025,Qtr 3,September,19,81,80,0.317407407,10.98717949,65.81196581,80,234,0,154,31,25.71
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Sunny,No,2025,Qtr 4,December,1,91,57,0.125274725,4.710743802,76.44628099,57,242,10,185,23,11.4
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Sunny,Yes,2025,Qtr 1,March,15,43,10,0.069534884,3.883116883,87.01298701,10,77,10,67,30,2.99
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Sunny,Yes,2025,Qtr 3,September,7,38,0,0,0,100,0,51,15,51,30,0
R002,Urban Bites,Italian,Bengaluru,Pizza,No,Sunny,Yes,2025,Qtr 3,September,13,127,0,0,0,100,0,190,15,190,32,0
R002,Urban Bites,Italian,Bengaluru,Pizza,Yes,Cloudy,Yes,2025,Qtr 3,September,28,124,9,0.016693548,0.81496063,96.45669291,9,254,20,245,37,2.07
R002,Urban Bites,Italian,Bengaluru,Pizza,Yes,Rainy,No,2025,Qtr 2,May,23,76,36,0.111052632,5.084337349,78.31325301,36,166,5,130,26,8.44
R002,Urban Bites,Italian,Bengaluru,Pizza,Yes,Rainy,No,2025,Qtr 4,November,28,61,14,0.048688525,2.43442623,88.52459016,14,122,15,108,27,2.97
R002,Urban Bites,North Indian,Bengaluru,Biryani,No,Cloudy,No,2025,Qtr 3,July,30,19,36,0.506315789,17.49090909,34.54545455,36,55,5,19,26,9.62
R002,Urban Bites,North Indian,Bengaluru,Biryani,No,Cloudy,Yes,2025,Qtr 1,January,26,134,0,0,0,100,0,222,15,222,36,0
R002,Urban Bites,North Indian,Bengaluru,Biryani,No,Cloudy,Yes,2025,Qtr 3,August,17,212,56,0.07990566,5.923076923,80.41958042,56,286,10,230,39,16.94
R002,Urban Bites,North Indian,Bengaluru,Biryani,No,Rainy,No,2025,Qtr 3,August,6,94,63,0.205744681,7.353612167,76.04562738,63,263,25,200,39,19.34
R002,Urban Bites,North Indian,Bengaluru,Biryani,No,Rainy,No,2025,Qtr 4,November,11,125,29,0.0716,3.960176991,87.16814159,29,226,25,197,38,8.95
R002,Urban Bites,North Indian,Bengaluru,Biryani,No,Sunny,No,2025,Qtr 1,January,27,113,34,0.086017699,6.191082803,78.34394904,34,157,5,123,36,9.72
